source,sentence_id,token_id,form,lemma_gold,upos
UD-MTB,147,1,Сакам,сака,VERB
UD-MTB,147,2,толкава,толкав,ADV
UD-MTB,147,3,торта,торта,NOUN
UD-MTB,147,4,колкава,колкав,ADV
UD-MTB,147,5,што,што,PRON
UD-MTB,147,6,може,може,VERB
UD-MTB,147,7,да,да,PART
UD-MTB,147,8,ти,ти,PRON
UD-MTB,147,9,собере,собере,VERB
UD-MTB,147,10,фрижидерот,фрижидер,NOUN
UD-MTB,147,11,.,.,PUNCT
UD-MTB,148,1,Натпреварот,натпревар,NOUN
UD-MTB,148,2,",",",",PUNCT
UD-MTB,148,3,којшто,којшто,PRON
UD-MTB,148,4,го,го,PRON
UD-MTB,148,5,гледав,гледав,VERB
UD-MTB,148,6,како,како,ADP
UD-MTB,148,7,снимка,снимка,NOUN
UD-MTB,148,8,",",",",PUNCT
UD-MTB,148,9,ме,ме,PRON
UD-MTB,148,10,воодушеви,воодушеви,VERB
UD-MTB,148,11,.,.,PUNCT
UD-MTB,149,1,Живееме,живеe,VERB
UD-MTB,149,2,како,како,ADV
UD-MTB,149,3,што,што,SCONJ
UD-MTB,149,4,живеат,живеe,VERB
UD-MTB,149,5,богаташите,богаташ,NOUN
UD-MTB,149,6,.,.,PUNCT
UD-MTB,150,1,Ќе,ќе,AUX
UD-MTB,150,2,дојдам,дојде,VERB
UD-MTB,150,3,тогаш,тогаш,ADV
UD-MTB,150,4,кога,кога,ADV
UD-MTB,150,5,ќе,ќе,AUX
UD-MTB,150,6,речете,рече,VERB
UD-MTB,150,7,.,.,PUNCT
UD-MTB,151,1,Жал,жал,NOUN
UD-MTB,151,2,ми,ми,PRON
UD-MTB,151,3,е,сум,AUX
UD-MTB,151,4,да,да,PART
UD-MTB,151,5,ги,ги,PRON
UD-MTB,151,6,критикувам,критикува,VERB
UD-MTB,151,7,.,.,PUNCT
UD-MTB,152,1,Кај,кај,ADP
UD-MTB,152,2,нив,нив,PRON
UD-MTB,152,3,гори,гори,VERB
UD-MTB,152,4,светлото,светло,ADJ
UD-MTB,152,5,",",",",PUNCT
UD-MTB,152,6,сигурно,сигурно,ADV
UD-MTB,152,7,се,сум,AUX
UD-MTB,152,8,дома,дома,ADV
UD-MTB,152,9,.,.,PUNCT
UD-MTB,153,1,Јас,јас,PRON
UD-MTB,153,2,барам,бара,VERB
UD-MTB,153,3,такво,такво,DET
UD-MTB,153,4,место,место,NOUN
UD-MTB,153,5,каде,каде,ADV
UD-MTB,153,6,што,што,SCONJ
UD-MTB,153,7,би,би,AUX
UD-MTB,153,8,можел,може,VERB
UD-MTB,153,9,да,да,PART
UD-MTB,153,10,се,се,PRON
UD-MTB,153,11,одморам,одморам,VERB
UD-MTB,153,12,.,.,PUNCT
UD-MTB,154,1,Било,сум,CCONJ
UD-MTB,154,2,прати,прати,VERB
UD-MTB,154,3,ми,ми,PRON
UD-MTB,154,4,порака,порака,NOUN
UD-MTB,154,5,било,сум,CCONJ
UD-MTB,154,6,јави,јави,VERB
UD-MTB,154,7,ми,ми,PRON
UD-MTB,154,8,се,се,PRON
UD-MTB,154,9,на,на,ADP
UD-MTB,154,10,мобилен,мобилен,NOUN
UD-MTB,154,11,.,.,PUNCT
