PAPER ID,TITLE,DISCIPLINE,PAPER TYPE,STUDENT LEVEL,SEX,NATIVENESS,TEXTUAL FEATURES
NRE.G0.06.1,Environmental Justice Movement in SE Asia & The US,Natural Resources & Environment,Report,Final Year Undergraduate,Male,NS,"Abstract,  Reference to sources"
NRE.G0.07.1,Nicotine as a Toxicant,Natural Resources & Environment,Report,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G0.09.1,Bear Valley Structural Analysis,Natural Resources & Environment,Report,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Tables, graphs or figures"
NRE.G1.01.1,Coal-to-Liquids Policy Memo,Natural Resources & Environment,Report,First Year Graduate,Male,NS,Reference to sources
NRE.G1.03.1,Emeral Ash Boror,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.04.1,Managing Conflicts in Agroforestry,Natural Resources & Environment,Report,First Year Graduate,Male,NS,Reference to sources
NRE.G1.06.1,Conflict Management: Maine's Moosehead Lake,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Reference to sources
NRE.G1.07.1,Secondary Plant Compounds of Quaking Aspen (Populus tremuloides): A Review,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.08.1,Renewable Transportation Fuels - 2007 Energy Bill,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Reference to sources
NRE.G1.09.1,Forest Stewardship Council Certification,Natural Resources & Environment,Report,First Year Graduate,Female,NS, 
NRE.G1.10.2,Assessment and Comparison of Five Different Michigan Streams,Natural Resources & Environment,Report,First Year Graduate,Male,NS, 
NRE.G1.11.1,Comparison of Five Michigan Streams,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures"
NRE.G1.12.1,Renewable Energy Expert Report,Natural Resources & Environment,Report,First Year Graduate,Male,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
NRE.G1.14.1,The Northern Rockies Ecosystem Protection Act,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Reference to sources
NRE.G1.15.1,Created Wetlands,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
NRE.G1.15.2,Integrated Assessment Final,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Problem-solution pattern
NRE.G1.16.1,Conflict Management: MBTA Term Paper,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.17.1,My Landscape Cultural History,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.18.2,Farmland Conversion in California,Natural Resources & Environment,Report,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.19.1,Offshore Drilling Issue Network,Natural Resources & Environment,Report,First Year Graduate,Male,NS,Reference to sources
NRE.G1.22.1,Species Conservation Lab Report,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Reference to sources"
NRE.G1.23.1,Snow Leopard Conservation,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Abstract,  Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
NRE.G1.24.1,Global Warming and Vegetation Types,Natural Resources & Environment,Report,First Year Graduate,Male,NS,"Methodology section,  Tables, graphs or figures,  Reference to sources"
NRE.G1.24.2,Ancestral Roots Research Paper: The Farm,Natural Resources & Environment,Report,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.25.1,Arid Land Restoration,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Reference to sources
NRE.G1.26.1,Issue Network,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
NRE.G1.27.3,"Invasive species, Purple Loosestrife",Natural Resources & Environment,Report,First Year Graduate,Male,NS,Reference to sources
NRE.G1.30.1,Individual Exploratory: Yoga,Natural Resources & Environment,Report,First Year Graduate,Female,NS, 
NRE.G2.02.1,Brownfield Remediation and Community Revitalization,Natural Resources & Environment,Report,Second Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Reference to sources"
NRE.G2.03.1,A Critique of Minnesota's Lakeshore Development Policy,Natural Resources & Environment,Report,Second Year Graduate,Male,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G2.04.1,Degredation of the Mesoamerican Reef,Natural Resources & Environment,Report,Second Year Graduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G2.05.1,From Sabotage to Sandwiches - The Transformation of Conflict in the Clackamas River Watershed,Natural Resources & Environment,Report,Second Year Graduate,Male,NS,Reference to sources
NRE.G0.01.1,Senior Honors Thesis: Factors influencing zooplankton community assemblage,Natural Resources & Environment,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Reference to sources"
NRE.G0.03.2,Ecology Research Paper,Natural Resources & Environment,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NRE.G1.18.1,Sewage Treatment and the Need for Regulation,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures"
NRE.G1.20.1,GIS Multi-criteria Analysis Lab,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NRE.G1.21.1,Conservation of Red Squirrel,Natural Resources & Environment,Research Paper,First Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NRE.G1.27.1,Dissolved Oxygen effected by pollution,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures"
NRE.G1.27.2,Florida Panther population stabilization tactics,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Reference to sources"
NRE.G1.27.4,CO2 sequestration,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Reference to sources"
NRE.G2.07.1,Impact on atmospheric carbon dioxide levels: Sequestration vs. reduced emissions,Natural Resources & Environment,Research Paper,Second Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NRE.G3.01.1,Modeling Top-Down and Bottom-Up Effects on Estuarine Food Webs,Natural Resources & Environment,Research Paper,Third Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NUR.G0.01.1,Case Study Analysis of Emergency Contraception Can Reveal Characteristics of Society as a Whole,Nursing,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.15.1,Circumcision: Challenging a Social Norm,Nursing,Argumentative Essay,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NUR.G0.17.1,Children at the Expense of Our Health?,Nursing,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.12.1,An Aggregate-Based Diabetes Prevention Project,Nursing,Proposal,Final Year Undergraduate,Female,NS,"Discussion of results section,  Reference to sources"
NUR.G3.01.1,A Model to Test the Effectiveness of Standardized Nursing Terminologies in Electronic Medical Records,Nursing,Proposal,Third Year Graduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Literature review section,  Reference to sources"
NUR.G0.02.1,Family Paper: An Invitation into the World,Nursing,Report,Final Year Undergraduate,Female,NS,"Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NUR.G0.05.1,High-Risk Antepartum Case Study,Nursing,Report,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.06.1,Community Aggregate Paper,Nursing,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Problem-solution pattern,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G0.07.1,Registered Nurse Satisfaction with Nurse Technician Delegation,Nursing,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G0.08.1,Psychiatric Nursing Case Study,Nursing,Report,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.09.1,Hand Hygiene Project ,Nursing,Report,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G0.10.1,Management Paper - Wound Documentation ,Nursing,Report,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.11.1,Postpartum Exercise and Activity,Nursing,Report,Final Year Undergraduate,Female,NS,"Literature review section,  Reference to sources"
NUR.G0.14.1,Mother-to-Child Transmission of AIDS,Nursing,Report,Final Year Undergraduate,Female,NS,"Discussion of results section,  Literature review section,  Reference to sources"
NUR.G0.16.1,A Call For Change: Racial Disparities in Infant Mortality Rates,Nursing,Report,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G1.02.1,"Interrelationship of Theory, Research, & Practice",Nursing,Report,First Year Graduate,Female,NS,Reference to sources
NUR.G1.02.2,A Concept Analysis of Trust,Nursing,Report,First Year Graduate,Female,NS,"Definitions,  Literature review section,  Reference to sources"
NUR.G1.03.1,Effects of Environmental Manipulation in Congestive Heart Failure,Nursing,Report,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
NUR.G1.05.1,Autism and Vaccines: Where does the Evidence Stand?,Nursing,Report,First Year Graduate,Female,NS,"Literature review section,  Reference to sources"
NUR.G1.06.1,Top Ten U.S. Health Problems,Nursing,Report,First Year Graduate,Female,NS,Reference to sources
NUR.G1.08.1,Improving patient value in health care,Nursing,Report,First Year Graduate,Female,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
NUR.G2.01.1,The 10 most effective life strategies,Nursing,Report,Second Year Graduate,Female,NS,"Problem-solution pattern,  Reference to sources"
NUR.G2.02.1,Family and Chronic Illness: A Home Visit,Nursing,Report,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NUR.G2.04.1,Nursing Minimum Data Sets and Gadamer's Hermeneutic Philosophy of Language,Nursing,Report,Second Year Graduate,Female,NS,"Problem-solution pattern,  Literature review section,  Reference to sources"
NUR.G3.02.1,Parent Question Paper,Nursing,Report,Third Year Graduate,Female,NS,Reference to sources
NUR.G3.03.1,Family Caregivers of Recurrent Breast Cancer Patients: Factors Affecting Perceived Burden,Nursing,Report,Third Year Graduate,Female,NS,"Tables, graphs or figures,  Literature review section,  Reference to sources"
NUR.G3.04.1,Colon Therapy: Science or Pseudoscience?,Nursing,Report,Third Year Graduate,Female,NS,"Definitions,  Reference to sources"
NUR.G0.13.1,HIV education intervention,Nursing,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NUR.G0.15.2,Inadequate Activity: Assessment and Intervention,Nursing,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G3.05.1,KASE-AQ Pediatric,Nursing,Research Paper,Third Year Graduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
PHI.G0.04.2,Moral Approval and Disapproval,Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.05.1,The Pits and Folds of Religious Tolerance,Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.06.4,The Embezzlement Problem,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.06.6,Emotivism and Solomon's Theory of Emotions,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.06.8,Reliabilism as a theory of justification,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.07.1,"Hypothetical Imperatives, Moral Imperatives, and the Objectivity of Values",Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.07.2,The Doctrine of Double Effect and Intuitions Regarding Hiroshima and Nagasaki,Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.12.1,Homosexuality and Marriage,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.14.1,Early Fetuses and Constitutional Rights,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.18.1,John Locke and Knowledge,Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS, 
PHI.G1.01.1,Can a lump of clay and a statue be identical?,Philosophy,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
PHI.G2.01.1,On Hempel's Account of Scientific Explanations,Philosophy,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
PHI.G2.02.1,Can We Say the Luminiferous Aether Isn't Real?,Philosophy,Argumentative Essay,Second Year Graduate,Male,NS,"Problem-solution pattern,  Reference to sources"
PHI.G3.01.1,That's Some Fancy Thinkin': Accounting for Pretended Ideas in Hume's Treatise,Philosophy,Argumentative Essay,Third Year Graduate,Male,NS,Reference to sources
PHI.G3.02.1,Defending a Broader Intentionalism,Philosophy,Argumentative Essay,Third Year Graduate,Male,NS,"Definitions,  Abstract,  Problem-solution pattern,  Reference to sources"
PHI.G3.03.1,Aristotle on Belief and Imagination,Philosophy,Argumentative Essay,Third Year Graduate,Male,NS,"Definitions,  Reference to sources"
PHI.G0.01.1,George Schlesinger and Pascal's Wager,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.02.1,Aristotle on Friendship,Philosophy,Critique/Evaluation,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.02.2,Explaining Locke's Primary and Secondary Qualities,Philosophy,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
PHI.G0.06.1,Examining Socrates' Desire Theory,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
PHI.G0.06.2,Pleonexia and Socrates’ Republic,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.06.7,Gilbert and Directions of Correspondence: a Critique of Velleman,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
PHI.G0.09.1,Kant's Transcendental Aesthetic,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
PHI.G0.10.1,Music and Negative Emotion,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
PHI.G0.13.1,"The Chinese Room, and What it Takes to Build a Mind",Philosophy,Critique/Evaluation,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G1.05.1,The priority of equal opportunity,Philosophy,Critique/Evaluation,First Year Graduate,Male,NS,"Problem-solution pattern,  Reference to sources"
PHI.G0.02.3,Two Distinctions in Kant,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.03.1,Grice's Analysis of Metaphor and Irony,Philosophy,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
PHI.G0.04.1,The Morality of Commonality and Agent-Specific Restrictions,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.06.3,The Meaning of Wrong,Philosophy,Report,Final Year Undergraduate,Female,NS, 
PHI.G0.08.1,The Cartesian Circle,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.08.2,Reliabilism as a theory of knowledge,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.11.1,Final Cause and Necessity in Nature,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.17.1,The composition of the Earth,Philosophy,Report,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.17.2,God and Omnipotence,Philosophy,Report,Final Year Undergraduate,Female,NS, 
PHI.G0.18.2,Determinism and Free Will,Philosophy,Report,Final Year Undergraduate,Male,NS,Definitions
PHI.G0.19.1,Hume and Smith on Justice ,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G1.03.1,Does Conceivability Imply Possibility? Relieveing Kripke's Worries about Mind-Body Identity,Philosophy,Report,First Year Graduate,Male,NS,Abstract
PHI.G0.06.5,The Evaluative Role of Pain,Philosophy,Response Paper,Final Year Undergraduate,Female,NS, 
PHY.G2.03.2,Teleportation with Trapped Ions,Physics,Critique/Evaluation,Second Year Graduate,Male,NS,Reference to sources
PHY.G3.01.1,2D Electronic Spectroscopy of Biological Systems,Physics,Proposal,Third Year Graduate,Male,NS,"Methodology section,  Tables, graphs or figures,  Reference to sources"
PHY.G0.01.2,Quantum Mechanical Solutions to Problems with the Solar Model,Physics,Report,Final Year Undergraduate,Male,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
PHY.G1.01.1,Bose-Einstein Condensation,Physics,Report,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Reference to sources"
PHY.G2.01.1,The Weaponization of Space,Physics,Report,Second Year Graduate,Male,NS,Reference to sources
PHY.G2.03.1,Fast Quantum Gates with Trapped Ions,Physics,Report,Second Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
PHY.G2.04.1,Tripod-STIRAP,Physics,Report,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
PHY.G2.05.2,Fixation in a generalized voter model,Physics,Report,Second Year Graduate,Male,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
PHY.G2.07.1,Interacting network dynamics of neural populations,Physics,Report,Second Year Graduate,Female,NS,"Methodology section,  Reference to sources"
PHY.G2.08.1,Atom Interferometer as a Sagnac Effect Gyroscope,Physics,Report,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
PHY.G3.02.1,Quantum Information Article Critique,Physics,Report,Third Year Graduate,Male,NS,"Tables, graphs or figures"
PHY.G3.03.1,Effective Gauge Fields in Optical Lattices,Physics,Report,Third Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Literature review section,  Reference to sources"
PHY.G0.01.1,Measuring Planck's Constant with the Photoelectric Effect,Physics,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
PHY.G0.02.1,"Energy Minimization, Molecular Mechanics, and Chemistry",Physics,Research Paper,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Discussion of results section"
PHY.G0.03.1,Determination of the Charge-to-Mass Ratio of the Electron ,Physics,Research Paper,Final Year Undergraduate,Female,NS,"Discussion of results section,  Tables, graphs or figures"
PHY.G0.04.1,Gamma Ray Spectroscopy,Physics,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Reference to sources"
PHY.G0.04.2,Atomic and Molecular Spectroscopy,Physics,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Tables, graphs or figures"
PHY.G2.05.1,Opinion Dynamics in a Voter Model,Physics,Research Paper,Second Year Graduate,Male,NS,"Definitions,  Methodology section,  Discussion of results section,  Reference to sources"
PHY.G2.06.1,Percolation on the Kleinberg Small-World Networks,Physics,Research Paper,Second Year Graduate,Male,NS,"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
POL.G0.01.1,Roe v. Wade,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.03.2,The E.U.: An Intergovernmental Organization with Supranational Aspirations,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.04.1,Democratization of the European Union,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.05.1,How much choice is too much?,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.07.1,Legal Reasoning in Lawrence v Texas,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.09.1,Estelle v. Gamble- Healthcare in the Prison System,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.11.1,German Surrender of Autonomy to Fascism,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS, 
POL.G0.12.1,The Role of Party Identification in Voting Behavior,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.17.1,Theories of Legal Constraint ,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.28.1,Socio-Economic Rights and the South African Truth and Reconciliation Comission,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
POL.G0.32.1,The Countermjoritarian Myth,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.39.1,Analysis of British Rule of India,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.41.1,Evgenia Ginzburg's Into the Whirlwind,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.44.1,Power and the Urban Center,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS, 
POL.G1.03.1,Revolution and Family in Locke's Second Treatise,Political Science,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
POL.G1.05.1,White Nostalgia and Reflective Solidarity: Remembering the Combahee River Collective,Political Science,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
POL.G2.02.1,Perpetual Peace: Is a Cosmopolitan Constitutional Order a Prerequsite?,Political Science,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
POL.G3.01.1,Measuring Racial Prejudice,Political Science,Argumentative Essay,Third Year Graduate,Female,NS,Reference to sources
POL.G0.17.2,Direct vs. Indirect Effects of the Supreme Court,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
POL.G0.26.1,Hannah Arendt's Conception of Totalitarianism,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.27.1,Family Leave in US,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.42.1,You can't hurt me. I'm with the Union.,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
POL.G2.03.1,Deportation Policy,Political Science,Critique/Evaluation,Second Year Graduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
POL.G0.03.1,The impact of the rise of political activity on the Internet on Democratic victories in the midterm elections of 2006,Political Science,Proposal,Final Year Undergraduate,Male,NS,"Methodology section,  Problem-solution pattern,  Literature review section"
POL.G0.14.1,Tufte and The Political Business Cycle,Political Science,Proposal,Final Year Undergraduate,Male,NS,"Methodology section,  Literature review section,  Reference to sources"
POL.G3.03.1,Priming the Common Enemy,Political Science,Proposal,Third Year Graduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Literature review section,  Reference to sources"
POL.G0.06.1,Candidate debates in Vermont ??,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.15.1,Presidential Library- Vietnam Withdrawal,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.16.1,Human Trafficking in an International Context,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.18.1,Increases in HIV/AIDS Education and Prevention in China,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.19.1,"Space, Class, and Party—Critical Tools of Democratization in Nicaragua",Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.20.1,Implications of Georgian NATO Membership,Political Science,Report,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
POL.G0.22.1,China's Evolving Role in Peacekeeping,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.23.1,'In God we trust?' - The Battle between Evolution and Intelligent Design,Political Science,Report,Final Year Undergraduate,Male,NS,"Definitions,  Reference to sources"
POL.G0.24.1,Ethics in International Devolopment,Political Science,Report,Final Year Undergraduate,Female,NS, 
POL.G0.25.1,What Is A Jew?,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.29.1,Seeking Hope at Home,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.31.1,Union Now: Day Care Providers in NY,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.32.2,"""The Blocking Machine""",Political Science,Report,Final Year Undergraduate,Male,NS, 
POL.G0.33.1,Education Policy in Singapore and the U.S.,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.34.1,The Jewish Republican,Political Science,Report,Final Year Undergraduate,Male,NS,"Methodology section,  Reference to sources"
POL.G0.35.1,Inherent Racism in our Political System,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.36.1,Disability Rights,Political Science,Report,Final Year Undergraduate,Male,NS, 
POL.G0.38.1,Does BCRA really work?,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.40.1,The Many Faces of Populism in Latin America,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.43.1,Violence and the Nation,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.45.1,International Organization and Integration Thought Paper,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.45.2,Human Rights in Sierra Leone,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G1.01.1,Divided Government in France,Political Science,Report,First Year Graduate,Female,NS,Reference to sources
POL.G1.02.1,The Divergent Trajectories of Political Islam in Turkey and Indonesia,Political Science,Report,First Year Graduate,Female,NS,Reference to sources
POL.G1.04.1,Democracy Derailed in Russia ,Political Science,Report,First Year Graduate,Male,NS,Reference to sources
POL.G0.01.2,Electoral Reform in Indonesia,Political Science,Research Paper,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
POL.G0.30.1,The Politicization of SCHIP,Political Science,Research Paper,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G0.01.1,World Leaders Pretend,Psychology,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PSY.G0.02.2,Review of Rosenhan: On Being Sane in Insane Places ,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.10.2,Investing the Learning Technologies,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.13.1,Duality and the Mind,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.23.1,Evaluation of Psychology class,Psychology,Argumentative Essay,Final Year Undergraduate,Male,NS, 
PSY.G0.37.1,Bilingual Education,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G2.03.1,Development of Prefrontal Cortex in Adolescence,Psychology,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
PSY.G2.08.1,Dissatisfactions with Job Satisfaction Measurement: The Context-Dependency of Work Attitudes,Psychology,Argumentative Essay,Second Year Graduate,Male,NS,"Discussion of results section,  Literature review section,  Reference to sources"
PSY.G3.01.1,Environmental and Social Influences on Sula,Psychology,Argumentative Essay,Third Year Graduate,Female,NS,"Problem-solution pattern,  Reference to sources"
